900,60,5.86
1000,60,1.92
1200,60,0.516
1400,60,0.161
1600,60,0.048
1800,60,0.0169
2000,60,0.00661
2500,60,0.000555
900,80,5.84
1000,80,1.91
1200,80,0.513
1400,80,0.168
1600,80,0.0473
1800,80,0.0168
2000,80,0.00659
2500,80,0.000587
900,100,5.81
1000,100,1.89
1200,100,0.504
1400,100,0.154
1600,100,0.0439
1800,100,0.0165
2000,100,0.00662
2500,100,0.000594
900,125,5.92
1000,125,1.940
1200,125,0.497
1400,125,0.153
1600,125,0.044
1800,125,0.016
900,150,6.02
1000,150,2.07
1200,150,0.492
1400,150,0.156
1600,150,0.0432
1800,150,0.015
2000,150,0.00653
2500,150,0.000613
900,200,6.16
1000,200,2.17
1200,200,0.547
1400,200,0.14
1600,200,0.0448
1800,200,0.0154
2000,200,0.00637
2500,200,0.000664
900,300,4.87
1000,300,1.35
1200,300,0.447
1400,300,0.129
1600,300,0.0312
1800,300,0.0082
2000,300,0.00283
2500,300,0.000524
900,400,0.849
1000,400,0.342
1200,400,0.11
1400,400,0.041
1600,400,0.0128
1800,400,0.00469
2000,400,0.00191
2500,400,0.000384
900,500,0.473
1000,500,0.172
1200,500,0.0564
1400,500,0.0214
1600,500,0.00639
1800,500,0.00254
2000,500,0.00123
2500,500,0.000235
900,600,0.256
1000,600,0.132
1200,600,0.0422
1400,600,0.0161
1600,600,0.00469
1800,600,0.00187
2000,600,0.00106
2500,600,0.000179
2600,60,0
2600,70,0
2600,80,0
2600,90,0
2600,100,0
2600,125,0
2600,150,0
2600,200,0
2600,250,0
2600,300,0
2600,350,0
2600,400,0
2600,450,0
2600,500,0
2600,600,0
3000,60,0
3000,70,0
3000,80,0
3000,90,0
3000,100,0
3000,125,0
3000,150,0
3000,200,0
3000,250,0
3000,300,0
3000,350,0
3000,400,0
3000,450,0
3000,500,0
3000,600,0
3500,60,0
3500,70,0
3500,80,0
3500,90,0
3500,100,0
3500,125,0
3500,150,0
3500,200,0
3500,250,0
3500,300,0
3500,350,0
3500,400,0
3500,450,0
3500,500,0
3500,600,0
4000,60,0
4000,70,0
4000,80,0
4000,90,0
4000,100,0
4000,125,0
4000,150,0
4000,200,0
4000,250,0
4000,300,0
4000,350,0
4000,400,0
4000,450,0
4000,500,0
4000,600,0
